failure_rate,correction_budget,final_instability,latency_ms,window,min_hits,seed
0.2746,8391935,0.6383076992032785,2759.2408657073975,7,1,4
0.2635,8430526,0.6247311652280386,2758.9030265808105,7,1,5
0.2716,8370349,0.6316195165305261,2759.042978286743,7,1,6
0.2719,8393333,0.6418734455873575,2758.354902267456,7,1,7
0.2746,8368308,0.643304573539003,2758.5554122924805,7,1,8
0.2659,8390075,0.6267771716419245,2757.8699588775635,7,1,9
0.2687,8415931,0.6271520094871339,2758.880138397217,7,1,10
0.2736,8391789,0.6405743513844886,2759.354829788208,7,1,11
0.2721,8376184,0.6382721353084003,2757.1732997894287,7,1,12
0.2713,8395075,0.638243527411839,2758.728504180908,7,1,13
0.2669,8422417,0.6308725701490375,2759.2785358428955,7,1,14
0.2657,8423966,0.63217134344714,2760.9338760375977,7,1,15
0.2653,8416564,0.6254047912873819,2758.838176727295,7,1,16
0.2631,8445103,0.6214504656874773,2762.208938598633,7,1,17
0.2699,8393515,0.6356963857729329,2760.728359222412,7,1,18
0.2725,8409395,0.6370580973671567,2759.5903873443604,7,1,19
0.2682,8422095,0.6296649307509509,2762.021780014038,7,1,20
0.2702,8417654,0.6270586811849357,2758.807897567749,7,1,21
0.2705,8412272,0.6443051116420917,2760.5648040771484,7,1,22
0.2741,8370752,0.6408899783267998,2758.526563644409,7,1,23
0.2671,8434643,0.6295947109681113,2757.7836513519287,7,1,24
0.2639,8432551,0.6243486855273394,2758.460760116577,7,1,25
0.2638,8427486,0.6273144438512501,2758.8107585906982,7,1,26
0.2701,8402998,0.6366186352488429,2757.953405380249,7,1,27
0.2692,8397305,0.6339939104188647,2761.1310482025146,7,1,28
0.2627,8434196,0.6315545953190774,2760.075807571411,7,1,29
0.2423,7596035,0.6006917357635966,2721.599578857422,7,2,0
0.2486,7552471,0.5988861698601166,2720.3140258789062,7,2,1
0.2444,7555707,0.5864795130846057,2718.0113792419434,7,2,2
0.2441,7561918,0.5924906198975266,2717.745542526245,7,2,3
0.2462,7567991,0.5995825153776371,2718.151807785034,7,2,4
0.2371,7595527,0.5848193583565386,2718.406915664673,7,2,5
0.2499,7522134,0.5952374099435057,2717.9300785064697,7,2,6
0.2475,7565647,0.6082232956916539,2719.395637512207,7,2,7
0.2484,7574374,0.595131430234899,2719.567060470581,7,2,8
0.2417,7563596,0.5866540239853255,2723.4601974487305,7,2,9
0.2504,7551871,0.5990690129961084,2720.4267978668213,7,2,10
0.2481,7554106,0.5951568806151637,2719.9079990386963,7,2,11
0.2475,7567455,0.5971946758789332,2719.4032669067383,7,2,12
0.2499,7539152,0.5978492252542739,2719.93350982666,7,2,13
0.2434,7582377,0.5867229082004518,2720.081090927124,7,2,14
0.2456,7581181,0.5957696413171759,2719.7017669677734,7,2,15
0.2455,7560920,0.5956676896576528,2719.419002532959,7,2,16
0.2428,7580905,0.5897357628748342,2719.5231914520264,7,2,17
0.2475,7552787,0.5966846697056687,2719.6006774902344,7,2,18
0.2528,7532965,0.5968367151849395,2717.0493602752686,7,2,19
0.2409,7610612,0.5830358044080381,2720.6859588623047,7,2,20
0.2422,7597991,0.5896137461775908,2721.1058139801025,7,2,21
0.2423,7579101,0.5954294103099473,2723.710775375366,7,2,22
0.2428,7582787,0.5957308837180866,2723.1035232543945,7,2,23
0.2437,7581578,0.5934778790760267,2719.769239425659,7,2,24
0.2397,7609810,0.5868853146650704,2720.630884170532,7,2,25
0.2439,7580270,0.5929579546091787,2724.168539047241,7,2,26
0.2489,7557530,0.5935980421195062,2720.6497192382812,7,2,27
0.2428,7563394,0.5975454938696545,2722.3899364471436,7,2,28
0.2399,7586338,0.5869025529557588,2720.3586101531982,7,2,29
0.1906,5674871,0.5087601995943704,2619.161367416382,7,3,0
0.1915,5662077,0.5017228057011084,2619.6846961975098,7,3,1
0.1935,5656235,0.5076870798167753,2623.0854988098145,7,3,2
0.1926,5655319,0.5131001324143333,2620.7051277160645,7,3,3
0.1914,5681959,0.5062994566482107,2621.1581230163574,7,3,4
0.1849,5674578,0.49437882444023945,2620.7094192504883,7,3,5
0.2003,5619882,0.5199991470715396,2619.265556335449,7,3,6
0.1897,5676203,0.5093669993381557,2619.438648223877,7,3,7
0.1962,5650759,0.5095933533641579,2617.659330368042,7,3,8
0.1965,5641665,0.511647311299924,2620.4240322113037,7,3,9
0.1954,5652723,0.5058981451831589,2618.985176086426,7,3,10
0.1905,5680069,0.5051283288818835,2617.347002029419,7,3,11
0.194,5656779,0.5118435012323521,2616.2161827087402,7,3,12
0.1944,5654523,0.5114172966460188,2617.94376373291,7,3,13
0.1902,5668781,0.5073396609811726,2620.9380626678467,7,3,14
0.1918,5675415,0.5104157161617685,2617.225408554077,7,3,15
0.1934,5656379,0.5126475643954672,2619.1327571868896,7,3,16
0.1865,5678631,0.503864954062108,2618.8061237335205,7,3,17
0.1982,5641147,0.5149915346411568,2620.450735092163,7,3,18
0.1986,5649680,0.5185217438758664,2619.344472885132,7,3,19
0.1916,5668026,0.5128302206130645,2620.9933757781982,7,3,20
0.1925,5671408,0.5043721205654244,2618.48783493042,7,3,21
0.1894,5660413,0.5053441398090585,2617.919445037842,7,3,22
0.1963,5652257,0.5182895335590302,2619.807243347168,7,3,23
0.189,5669314,0.5015704770059815,2618.447780609131,7,3,24
0.1901,5664931,0.510172809710765,2618.5920238494873,7,3,25
0.1907,5668401,0.5027661747102514,2620.0406551361084,7,3,26
0.1959,5643690,0.5111360758002612,2617.370843887329,7,3,27
0.1916,5665407,0.5084713701622894,2616.525411605835,7,3,28
0.1915,5654912,0.5063681895099077,2617.971420288086,7,3,29
0.1241,3170420,0.40093698076629875,2448.2457637786865,7,4,0
0.1244,3160673,0.39989621954272636,2446.9730854034424,7,4,1
0.1234,3163810,0.40330246934438535,2448.0600357055664,7,4,2
0.1277,3158239,0.4137330998315525,2448.0292797088623,7,4,3
0.1251,3166714,0.4082458334699966,2449.5604038238525,7,4,4
0.1265,3160094,0.40893259299967155,2447.394609451294,7,4,5
0.1323,3142967,0.41033234131388835,2446.751832962036,7,4,6
0.1194,3179586,0.3976219262687767,2449.096202850342,7,4,7
0.1285,3163032,0.40693736864375324,2447.307586669922,7,4,8
0.1238,3165130,0.39894746020017746,2447.4942684173584,7,4,9
0.1261,3162424,0.4027532297841753,2446.4290142059326,7,4,10
0.1235,3171177,0.39707441668183113,2448.1821060180664,7,4,11
0.1251,3169275,0.4030346988385888,2448.761463165283,7,4,12
0.1285,3152899,0.40576382264466165,2451.0884284973145,7,4,13
0.1256,3161400,0.3979230227785464,2449.9921798706055,7,4,14
0.1239,3173314,0.39751493593675125,2447.054624557495,7,4,15
0.1221,3171367,0.4011817567528167,2449.028253555298,7,4,16
0.1321,3161563,0.4125133249892423,2447.3907947540283,7,4,17
0.1245,3166046,0.3978085098019846,2446.6590881347656,7,4,18
0.1281,3164199,0.39982243377474624,2448.1382369995117,7,4,19
0.1242,3166208,0.40009868215897626,2450.230598449707,7,4,20
0.1366,3145254,0.42155961069149755,2449.25856590271,7,4,21
0.1276,3160797,0.406071014550954,2448.550224304199,7,4,22
0.1258,3157485,0.4038457364919455,2448.1468200683594,7,4,23
0.131,3152800,0.41369867294030666,2446.1405277252197,7,4,24
0.1226,3173578,0.39999901828148754,2449.256181716919,7,4,25
0.1225,3171785,0.39733746693809596,2449.535131454468,7,4,26
0.1325,3151272,0.4161449308539641,2448.5719203948975,7,4,27
0.1254,3164619,0.40023376165869384,2448.1985569000244,7,4,28
0.1285,3161328,0.4121850045400124,2448.3957290649414,7,4,29
0.0773,1256262,0.34184887381600704,2218.2044982910156,7,5,0
0.0802,1253322,0.3333586159711276,2216.702938079834,7,5,1
0.0846,1248522,0.34527187868645925,2219.278573989868,7,5,2
0.0793,1254129,0.33530051983145903,2217.7138328552246,7,5,3
0.0751,1256468,0.32943079303566075,2216.155529022217,7,5,4
0.0754,1253167,0.32801845757731024,2217.16046333313,7,5,5
0.0767,1252779,0.3328014320184109,2215.705156326294,7,5,6
0.0762,1258201,0.3344312974126193,2219.9788093566895,7,5,7
0.0788,1255812,0.3332127087755567,2218.046188354492,7,5,8
0.0758,1256283,0.33086163746556063,2217.4060344696045,7,5,9
0.0758,1256998,0.3297129213294751,2219.3703651428223,7,5,10
0.0792,1259160,0.3341239834207294,2219.7089195251465,7,5,11
0.0795,1254790,0.3395198293887991,2218.224048614502,7,5,12
0.0757,1256308,0.32904577504453575,2218.230724334717,7,5,13
0.0775,1256049,0.334280023649916,2218.7650203704834,7,5,14
0.0703,1261095,0.3241364094039603,2218.8079357147217,7,5,15
0.0822,1249991,0.34834146442350067,2221.1623191833496,7,5,16
0.08,1255026,0.33758600783370446,2220.2208042144775,7,5,17
0.0778,1256169,0.33165916242822574,2217.1711921691895,7,5,18
0.0833,1250199,0.33873765424879526,2216.684341430664,7,5,19
0.0781,1253864,0.3334273532896916,2217.2155380249023,7,5,20
0.0815,1256887,0.34108452138164996,2217.7679538726807,7,5,21
0.0726,1261070,0.32140867966508524,2215.1994705200195,7,5,22
0.0773,1256939,0.3361829252377927,2216.6640758514404,7,5,23
0.0838,1252732,0.3415042347057306,2218.0721759796143,7,5,24
0.0767,1254523,0.33555100367181,2220.815420150757,7,5,25
0.0751,1262500,0.3352526512285703,2220.4272747039795,7,5,26
0.0814,1255694,0.33965046140385563,2221.1761474609375,7,5,27
0.0779,1257208,0.33273282517843883,2222.114324569702,7,5,28
0.0833,1253090,0.3454832101779114,2219.752788543701,7,5,29
0.2677,8582253,0.6416037479104133,2862.2753620147705,10,1,0
0.278,8507565,0.6495340011695011,2858.2348823547363,10,1,1
0.274,8525727,0.6327088338015703,2858.304023742676,10,1,2
0.2711,8539138,0.627861102597804,2856.1346530914307,10,1,3
0.2761,8523562,0.6362878515424826,2860.248804092407,10,1,4
0.2686,8557084,0.6424734433128683,2860.428810119629,10,1,5
0.2818,8472472,0.6488264608605876,2859.4651222229004,10,1,6
0.2732,8520639,0.644746962746097,2864.3999099731445,10,1,7
0.2786,8493335,0.6559378775206486,2862.179756164551,10,1,8
0.2694,8529585,0.6319166116598571,2857.7940464019775,10,1,9
0.2762,8523849,0.632942853800644,2858.2284450531006,10,1,10
0.2768,8503961,0.6508724452559658,2858.179807662964,10,1,11
0.2771,8496239,0.6439501025528228,2856.874704360962,10,1,12
0.2727,8545274,0.6405296643259296,2858.9820861816406,10,1,13
0.2757,8528750,0.6397866851341137,2860.417127609253,10,1,14
0.269,8552739,0.6424055597574765,2858.1864833831787,10,1,15
0.2712,8521241,0.6378425056226195,2857.8267097473145,10,1,16
0.2655,8560133,0.6221827696112101,2857.896327972412,10,1,17
0.276,8492323,0.644288081376518,2856.1108112335205,10,1,18
0.2759,8539932,0.6404654586199855,2858.966112136841,10,1,19
0.27,8570976,0.6301504407439922,2862.0095252990723,10,1,20
0.2726,8557966,0.6277917003763576,2856.6579818725586,10,1,21
0.2737,8541288,0.6478370974477627,2859.358549118042,10,1,22
0.2685,8543928,0.635978217355406,2862.637996673584,10,1,23
0.2725,8557158,0.6315260848898657,2859.9441051483154,10,1,24
0.2666,8572521,0.6321756166154769,2861.5527153015137,10,1,25
0.2679,8537619,0.6337146284173728,2859.3530654907227,10,1,26
0.273,8545680,0.6379379776406348,2855.0102710723877,10,1,27
0.2725,8534753,0.639814703775785,2857.6035499572754,10,1,28
0.2716,8553813,0.6449467562555491,2861.741781234741,10,1,29
0.2653,8309997,0.636895674694871,2847.3258018493652,10,2,0
0.2682,8278464,0.6302429659264848,2847.5451469421387,10,2,1
0.2629,8314247,0.6131121816106444,2844.1741466522217,10,2,2
0.2593,8332853,0.614666656822156,2847.1693992614746,10,2,3
0.2683,8295938,0.6301305041741248,2850.6600856781006,10,2,4
0.2549,8344117,0.6105283526869357,2851.1109352111816,10,2,5
0.2729,8236116,0.6373308510567566,2849.235773086548,10,2,6
0.2631,8308909,0.6313055136478845,2848.886013031006,10,2,7
0.27,8262975,0.6353925360095614,2847.6414680480957,10,2,8
0.2642,8289981,0.6282838092491063,2846.0896015167236,10,2,9
0.2645,8309522,0.6243573154218724,2843.4929847717285,10,2,10
0.2644,8307080,0.6316726063160981,2851.026773452759,10,2,11
0.269,8267863,0.6317802493794881,2850.459337234497,10,2,12
0.2653,8292153,0.6385507668661683,2849.334955215454,10,2,13
0.2676,8295848,0.6308779160058469,2850.1956462860107,10,2,14
0.2621,8314368,0.6288340007801669,2851.4404296875,10,2,15
0.2673,8280459,0.6343928956068953,2852.8892993927,10,2,16
0.2648,8292798,0.6271293611771134,2854.428768157959,10,2,17
0.2681,8267803,0.6295094837922608,2846.9631671905518,10,2,18
0.2733,8260738,0.638358335877374,2847.0609188079834,10,2,19
0.2621,8340857,0.614208666726629,2848.7279415130615,10,2,20
0.266,8315492,0.6292619476538355,2845.7443714141846,10,2,21
0.2658,8287214,0.6329636310774902,2845.9410667419434,10,2,22
0.2689,8271035,0.6347409775951283,2848.7541675567627,10,2,23
0.2672,8305343,0.6313663376348533,2849.933385848999,10,2,24
0.2608,8342979,0.6228810062913562,2851.4015674591064,10,2,25
0.2644,8301432,0.6302885589210243,2852.9109954833984,10,2,26
0.2655,8299524,0.6291992875202417,2848.8759994506836,10,2,27
0.2636,8294350,0.6299833630998068,2847.989559173584,10,2,28
0.2595,8327792,0.624071412746495,2851.224899291992,10,2,29
0.241,7564752,0.5935643880579736,2814.2006397247314,10,3,0
0.2492,7495337,0.5973050329702222,2814.846992492676,10,3,1
0.2427,7533610,0.5864917242059315,2813.849687576294,10,3,2
0.2429,7548227,0.5884764750458712,2811.598300933838,10,3,3
0.2479,7525191,0.592547171170683,2811.0485076904297,10,3,4
0.2329,7589518,0.5766771838559265,2814.0909671783447,10,3,5
0.2456,7512623,0.5888423688923629,2811.011791229248,10,3,6
0.2431,7536816,0.5985055907488123,2814.488172531128,10,3,7
0.2431,7542765,0.5911656750992093,2809.483766555786,10,3,8
0.2435,7529259,0.5919646810976437,2810.7192516326904,10,3,9
0.2456,7532181,0.5884168263347269,2812.108278274536,10,3,10
0.2467,7516752,0.6031455879217658,2814.356565475464,10,3,11
0.2502,7514550,0.5984775389088142,2812.420129776001,10,3,12
0.2485,7515354,0.6009405540095847,2813.695192337036,10,3,13
0.2467,7515381,0.5971384784379373,2811.012029647827,10,3,14
0.2422,7556203,0.5924560802481807,2808.539867401123,10,3,15
0.2356,7563302,0.5795580827734232,2812.6614093780518,10,3,16
0.2466,7520739,0.5922516317165467,2813.235282897949,10,3,17
0.2461,7507199,0.5919308350657561,2809.7431659698486,10,3,18
0.2513,7515315,0.605715642140793,2813.7612342834473,10,3,19
0.2425,7567923,0.5862310445966319,2814.321279525757,10,3,20
0.2443,7536052,0.599574486054855,2813.7869834899902,10,3,21
0.246,7514534,0.5987186962748139,2814.8508071899414,10,3,22
0.2475,7521151,0.5995520304877896,2814.2244815826416,10,3,23
0.2438,7560539,0.584530405329749,2813.746452331543,10,3,24
0.242,7562081,0.5924596262091438,2814.4919872283936,10,3,25
0.2426,7536737,0.5918442622301385,2816.1232471466064,10,3,26
0.2463,7538451,0.5944726731848694,2814.333438873291,10,3,27
0.2336,7587803,0.5749871951993608,2812.511682510376,10,3,28
0.2385,7552876,0.5852577831749667,2819.0314769744873,10,3,29
0.2042,6018046,0.529327790808743,2736.8342876434326,10,4,0
0.2042,5992709,0.5250858726900672,2733.349084854126,10,4,1
0.2046,6005681,0.5283699495368154,2730.7777404785156,10,4,2
0.2005,6014236,0.5201441171303276,2731.5657138824463,10,4,3
0.2028,6020177,0.5237484946992529,2734.0738773345947,10,4,4
0.1977,6020103,0.5227660333721278,2731.4529418945312,10,4,5
0.2086,5976526,0.5273154489392077,2731.783628463745,10,4,6
0.2049,6000947,0.5340234715214911,2732.473850250244,10,4,7
0.2051,5992983,0.5297100579685784,2730.036497116089,10,4,8
0.1996,6006633,0.5214876377888873,2729.435443878174,10,4,9
0.2063,5987767,0.5268558665317179,2735.921859741211,10,4,10
0.2035,6009095,0.531193661869029,2735.3711128234863,10,4,11
0.2043,6000270,0.5280134574208996,2735.6252670288086,10,4,12
0.2029,6006538,0.5302359293665586,2737.1201515197754,10,4,13
0.2038,6006403,0.5258895076978665,2740.189552307129,10,4,14
0.2022,6018761,0.5339758860063119,2734.4577312469482,10,4,15
0.2054,5989126,0.5258025178348023,2735.112428665161,10,4,16
0.2075,6003391,0.531642348084746,2738.3861541748047,10,4,17
0.2077,5970927,0.5335300829537148,2734.6816062927246,10,4,18
0.207,5986139,0.5257448763128943,2740.7071590423584,10,4,19
0.2021,6011401,0.5294909131916163,2742.785692214966,10,4,20
0.2012,6024865,0.5158606579836175,2735.4736328125,10,4,21
0.2025,6000847,0.5269747419488363,2736.1502647399902,10,4,22
0.2023,5997274,0.5318326861937609,2736.4988327026367,10,4,23
0.204,6004857,0.5282325794311907,2737.900495529175,10,4,24
0.1949,6030309,0.521269804296849,2740.3643131256104,10,4,25
0.1984,6007599,0.5235668012045679,2736.0546588897705,10,4,26
0.2086,5990093,0.5375258367927135,2734.14945602417,10,4,27
0.2029,6007686,0.5322234387058123,2736.628532409668,10,4,28
0.2051,5991642,0.5252360112518385,2733.7231636047363,10,4,29
0.1449,3952125,0.4384433169104029,2609.2424392700195,10,5,0
0.1448,3929437,0.4311994802065502,2611.619710922241,10,5,1
0.1439,3927349,0.4326083601162362,2611.706495285034,10,5,2
0.1456,3934792,0.4312632560512099,2608.3672046661377,10,5,3
0.1501,3924205,0.4324338089775186,2615.112066268921,10,5,4
0.1435,3934787,0.43353845643796285,2614.5124435424805,10,5,5
0.1511,3913581,0.443776852301333,2610.689163208008,10,5,6
0.1415,3950081,0.4291639650772865,2611.6976737976074,10,5,7
0.1459,3934067,0.4329834337697167,2611.6421222686768,10,5,8
0.1443,3930341,0.4358570219392857,2609.4040870666504,10,5,9
0.1465,3935798,0.4354487539195872,2611.769199371338,10,5,10
0.1478,3941122,0.44028096542262773,2614.56298828125,10,5,11
0.1495,3932361,0.43846305902248567,2613.572120666504,10,5,12
0.1469,3925680,0.43507652017865983,2612.377405166626,10,5,13
0.1508,3918738,0.44294000818103213,2614.0527725219727,10,5,14
0.1453,3935279,0.4397550617761135,2610.612154006958,10,5,15
0.144,3940726,0.4293364347573824,2611.886739730835,10,5,16
0.1511,3927986,0.44260026780567496,2612.2703552246094,10,5,17
0.1487,3926851,0.43892471563184315,2614.1698360443115,10,5,18
0.1427,3946131,0.4298193931378546,2613.8291358947754,10,5,19
0.1428,3945296,0.43113223750271706,2617.300271987915,10,5,20
0.1478,3946453,0.43980047714526643,2614.434003829956,10,5,21
0.1452,3933113,0.43026513787709464,2614.149808883667,10,5,22
0.148,3919935,0.43660040793160476,2614.398956298828,10,5,23
0.1496,3921011,0.4395721910665609,2614.9871349334717,10,5,24
0.1438,3932508,0.43385346249380075,2615.1998043060303,10,5,25
0.1418,3945554,0.42228899599226205,2615.262031555176,10,5,26
0.1545,3914422,0.44869698855843115,2612.9117012023926,10,5,27
0.1403,3948512,0.4227628998199387,2614.7642135620117,10,5,28
0.1406,3942388,0.42732936498929175,2612.700939178467,10,5,29
