mode,seed,agents,steps,failures,failure_rate,max_abs_state,mean_abs_state,correction_budget,correction_events,latency_ms,final_instability
control,0,5000,1000,763,0.1526,7.503305843816842,1.3835069070610992,0.0,0,361.01891699945554,0.6686
control,1,5000,1000,753,0.1506,6.920959358092548,1.3875958669075796,0.0,0,359.15259100147523,0.6644
control,2,5000,1000,795,0.159,6.6531974791758115,1.385587101854494,0.0,0,358.86426400975324,0.6592
control,3,5000,1000,818,0.1636,7.014645508482033,1.4181923481919152,0.0,0,358.8228280132171,0.6726
control,4,5000,1000,780,0.156,7.4641579738457775,1.3805466389119225,0.0,0,359.31736999191344,0.6644
control,5,5000,1000,793,0.1586,7.90462150226807,1.3924252683861276,0.0,0,359.3903680157382,0.6658
control,6,5000,1000,771,0.1542,7.878874318400433,1.383687685569873,0.0,0,359.62624999228865,0.6678
control,7,5000,1000,752,0.1504,7.124446644826121,1.356135506642646,0.0,0,359.4328690087423,0.6598
control,8,5000,1000,794,0.1588,6.500430826691681,1.3876406367875016,0.0,0,359.131809003884,0.6596
control,9,5000,1000,814,0.1628,6.287614708961904,1.4082660587363822,0.0,0,359.4938699970953,0.6656
control,10,5000,1000,817,0.1634,6.9633485965869015,1.4052918399777077,0.0,0,359.7459419979714,0.6718
control,11,5000,1000,797,0.1594,6.617765125731462,1.3886451082479607,0.0,0,359.07101500197314,0.6596
control,12,5000,1000,796,0.1592,7.461116075292459,1.4029274916944272,0.0,0,359.702298999764,0.6664
control,13,5000,1000,764,0.1528,8.272615546242296,1.4023402623171184,0.0,0,360.48021001624875,0.6722
control,14,5000,1000,738,0.1476,7.211199520908995,1.3646760192302247,0.0,0,359.86048699123785,0.648
control,15,5000,1000,746,0.1492,6.81186886995072,1.3621572773975874,0.0,0,360.66588599351235,0.66
control,16,5000,1000,744,0.1488,6.803153148702071,1.4021966425913994,0.0,0,359.1623569955118,0.677
control,17,5000,1000,816,0.1632,7.186320114412008,1.404573694591439,0.0,0,359.86564500490203,0.661
control,18,5000,1000,808,0.1616,6.878635335248489,1.413272426119658,0.0,0,359.43004800355993,0.6774
control,19,5000,1000,824,0.1648,6.4927041408266986,1.4072257702930264,0.0,0,359.68292399775237,0.6752
control,20,5000,1000,817,0.1634,6.497000302487959,1.4096360482560573,0.0,0,359.44221599493176,0.6662
control,21,5000,1000,755,0.151,7.2071936752303625,1.3893953463166275,0.0,0,359.5714039984159,0.6674
control,22,5000,1000,795,0.159,6.206408401460541,1.3912535735106522,0.0,0,359.0635860164184,0.663
control,23,5000,1000,761,0.1522,6.294431335296628,1.3793551276681038,0.0,0,359.74271199665964,0.6676
control,24,5000,1000,831,0.1662,7.172474872742283,1.4048011367739288,0.0,0,359.3252279970329,0.6598
control,25,5000,1000,775,0.155,6.070748233954943,1.3833894450049553,0.0,0,359.3301940127276,0.6684
control,26,5000,1000,767,0.1534,7.238609791685441,1.380227513669402,0.0,0,359.2023499950301,0.6622
control,27,5000,1000,796,0.1592,6.64604191130445,1.390914207025068,0.0,0,358.8769669877365,0.6732
control,28,5000,1000,770,0.154,6.416271371485601,1.387346531409885,0.0,0,359.63318598805927,0.6724
control,29,5000,1000,770,0.154,6.848418304301848,1.3877336501719124,0.0,0,359.57273698295467,0.6626
control,30,5000,1000,765,0.153,6.317329766256583,1.3803267966401787,0.0,0,359.3932780204341,0.6678
control,31,5000,1000,788,0.1576,7.014922640853949,1.4239683375578962,0.0,0,360.06485400139354,0.6796
control,32,5000,1000,796,0.1592,6.948367954847125,1.3937738238243134,0.0,0,359.86574401613325,0.6672
control,33,5000,1000,795,0.159,6.381473384286399,1.3996079371273304,0.0,0,360.00408901600167,0.6674
control,34,5000,1000,787,0.1574,7.366352795726462,1.4086562476623044,0.0,0,359.3417350202799,0.6692
control,35,5000,1000,819,0.1638,7.506073869181086,1.4114675451046108,0.0,0,359.32547799893655,0.6704
control,36,5000,1000,769,0.1538,7.385701259128794,1.3923745178207227,0.0,0,360.0472020043526,0.6666
control,37,5000,1000,775,0.155,6.9169397800704795,1.3940889992834797,0.0,0,359.33028600993566,0.6728
control,38,5000,1000,794,0.1588,7.399294173903591,1.373338008886979,0.0,0,360.09712499799207,0.6542
control,39,5000,1000,778,0.1556,6.861275104413653,1.3892327133511477,0.0,0,359.87770100473426,0.6666
control,40,5000,1000,796,0.1592,7.55859497788682,1.4131747800084637,0.0,0,359.9643269844819,0.6704
control,41,5000,1000,841,0.1682,6.613099625294149,1.4168967731932214,0.0,0,359.33935100911185,0.6684
control,42,5000,1000,775,0.155,6.180167709912714,1.3818736103759448,0.0,0,360.11588998371735,0.6666
control,43,5000,1000,819,0.1638,7.07650885184015,1.414068817613854,0.0,0,359.6204519853927,0.6744
control,44,5000,1000,795,0.159,7.6139054363999,1.415865370096309,0.0,0,359.5090930175502,0.681
control,45,5000,1000,747,0.1494,6.324208968260528,1.3699902023209498,0.0,0,359.80721600935794,0.6602
control,46,5000,1000,808,0.1616,6.381788353210375,1.3907427178834886,0.0,0,359.6987969940528,0.6604
control,47,5000,1000,733,0.1466,7.410458578619969,1.3863718004374515,0.0,0,359.7283069975674,0.6696
control,48,5000,1000,770,0.154,7.732547861890298,1.3855479117897513,0.0,0,360.2986929763574,0.6666
control,49,5000,1000,780,0.156,6.341709207852754,1.3951285117158898,0.0,0,359.74686898407526,0.6704
continuous_supervision,0,5000,1000,0,0.0,0.7848286082445997,0.11010458078532642,1539813.0,1000,639.6568210038822,0.0002
continuous_supervision,1,5000,1000,0,0.0,0.7319750027005688,0.10862067144101811,1539720.0,1000,638.8226250128355,0.0
continuous_supervision,2,5000,1000,0,0.0,0.7207965519243411,0.11138671250553818,1537028.0,1000,638.9891330036335,0.0
continuous_supervision,3,5000,1000,0,0.0,0.8798860757806652,0.11068257136756515,1540243.0,1000,638.9075089828111,0.0002
continuous_supervision,4,5000,1000,0,0.0,0.5855772822790021,0.10884799422866867,1538669.0,1000,637.3751490027644,0.0
continuous_supervision,5,5000,1000,0,0.0,0.6613911649591884,0.10821082180802402,1539102.0,1000,638.5020380257629,0.0
continuous_supervision,6,5000,1000,0,0.0,0.618362204888727,0.10936216820349803,1541269.0,1000,639.0695520094596,0.0
continuous_supervision,7,5000,1000,0,0.0,0.7881761835498541,0.10891588626123705,1539042.0,1000,638.351903995499,0.0002
continuous_supervision,8,5000,1000,0,0.0,0.748056032455026,0.11036686176211938,1540887.0,1000,638.2873670081608,0.0
continuous_supervision,9,5000,1000,0,0.0,0.6805469904019721,0.11112242945921248,1538728.0,1000,637.9595570033416,0.0
continuous_supervision,10,5000,1000,0,0.0,0.7784741373265074,0.10776759903157344,1538107.0,1000,637.9941549967043,0.0002
continuous_supervision,11,5000,1000,0,0.0,0.7021033351378562,0.10987214671580739,1539974.0,1000,638.0697849963326,0.0
continuous_supervision,12,5000,1000,0,0.0,0.766268800990177,0.11046001401704707,1536997.0,1000,638.0361260089558,0.0002
continuous_supervision,13,5000,1000,0,0.0,0.7154698102111837,0.1082178287146771,1539250.0,1000,638.1378950027283,0.0
continuous_supervision,14,5000,1000,0,0.0,0.7658886282118391,0.1102406189062659,1539286.0,1000,638.3724409970455,0.0002
continuous_supervision,15,5000,1000,0,0.0,0.6448830622624017,0.110664108443745,1540114.0,1000,638.512065022951,0.0
continuous_supervision,16,5000,1000,0,0.0,0.6648842742789702,0.1104562918995583,1538860.0,1000,638.2250250026118,0.0
continuous_supervision,17,5000,1000,0,0.0,0.6985909341653396,0.10925114452265763,1537661.0,1000,638.3571019978262,0.0
continuous_supervision,18,5000,1000,0,0.0,0.6807936231111946,0.10796115604968372,1539018.0,1000,637.8935090033337,0.0
continuous_supervision,19,5000,1000,0,0.0,0.7198874518840284,0.1095941781717145,1540279.0,1000,638.1536219851114,0.0
continuous_supervision,20,5000,1000,0,0.0,0.7559752798587961,0.11059350121753657,1537365.0,1000,638.0138499953318,0.0002
continuous_supervision,21,5000,1000,0,0.0,0.6689684772065018,0.10765401464269198,1538826.0,1000,638.2012839894742,0.0
continuous_supervision,22,5000,1000,0,0.0,0.8367760775808974,0.10851454445638073,1537419.0,1000,638.997702015331,0.0002
continuous_supervision,23,5000,1000,0,0.0,0.5482512171357973,0.10778162750667296,1541135.0,1000,638.4850540198386,0.0
continuous_supervision,24,5000,1000,0,0.0,0.7223415546516638,0.10842222433763309,1538945.0,1000,638.185721996706,0.0
continuous_supervision,25,5000,1000,0,0.0,0.6505683482191967,0.10854428840226751,1539714.0,1000,637.9896319995169,0.0
continuous_supervision,26,5000,1000,0,0.0,0.5352940897308541,0.10656003675487104,1539573.0,1000,638.0076210189145,0.0
continuous_supervision,27,5000,1000,0,0.0,0.6187720488790979,0.10836953958978104,1539508.0,1000,639.1555030131713,0.0
continuous_supervision,28,5000,1000,0,0.0,0.6009401287257693,0.10861802292529837,1537781.0,1000,639.3414050107822,0.0
continuous_supervision,29,5000,1000,0,0.0,0.7407527264928444,0.11025340797820672,1539420.0,1000,639.148476999253,0.0
continuous_supervision,30,5000,1000,0,0.0,0.7050879272604955,0.11051476314839574,1540806.0,1000,640.1461469940841,0.0
continuous_supervision,31,5000,1000,0,0.0,0.6485744664737575,0.1105090651521844,1539436.0,1000,638.9754000119865,0.0
continuous_supervision,32,5000,1000,0,0.0,0.7061266945506824,0.10652260964662942,1540931.0,1000,639.1094569989946,0.0
continuous_supervision,33,5000,1000,0,0.0,0.6660488610622891,0.10894102532313232,1539551.0,1000,639.6101219870616,0.0
continuous_supervision,34,5000,1000,0,0.0,0.6265370975646057,0.10627439340174856,1539574.0,1000,639.383114001248,0.0
continuous_supervision,35,5000,1000,0,0.0,0.6965231024294194,0.11038242408860353,1539182.0,1000,639.1800729907118,0.0
continuous_supervision,36,5000,1000,0,0.0,0.6618378703860164,0.10779726507150812,1537931.0,1000,638.8730029866565,0.0
continuous_supervision,37,5000,1000,0,0.0,0.7951479841887659,0.10855536562198788,1538070.0,1000,639.1626810072921,0.0002
continuous_supervision,38,5000,1000,0,0.0,0.4816792160599257,0.10955257122212002,1540526.0,1000,639.7577459865715,0.0
continuous_supervision,39,5000,1000,0,0.0,0.7494306840865548,0.11032991457503322,1539401.0,1000,639.0010280010756,0.0
continuous_supervision,40,5000,1000,0,0.0,0.6473456414438135,0.10988266096820128,1540706.0,1000,639.655165025033,0.0
continuous_supervision,41,5000,1000,0,0.0,0.6852712869955142,0.11016439349684023,1540026.0,1000,639.5062090014108,0.0
continuous_supervision,42,5000,1000,0,0.0,0.564754694903539,0.10814109149370818,1538576.0,1000,639.2791389953345,0.0
continuous_supervision,43,5000,1000,0,0.0,0.8391847590742698,0.10821557372561329,1539586.0,1000,639.5491999865044,0.0002
continuous_supervision,44,5000,1000,0,0.0,0.7389006432153005,0.10829519085756578,1539712.0,1000,639.3487220047973,0.0
continuous_supervision,45,5000,1000,0,0.0,0.8072868222671473,0.10947465992573074,1538228.0,1000,640.6317450164352,0.0002
continuous_supervision,46,5000,1000,0,0.0,0.5010687338297574,0.10893815111469514,1540036.0,1000,640.1875120063778,0.0
continuous_supervision,47,5000,1000,0,0.0,0.607828872133846,0.11019997672292857,1538986.0,1000,639.9961569986772,0.0
continuous_supervision,48,5000,1000,0,0.0,0.6259074093083821,0.11060103021370439,1540140.0,1000,639.6404720144346,0.0
continuous_supervision,49,5000,1000,0,0.0,0.5462964487791365,0.10947754822949009,1540505.0,1000,639.1141250205692,0.0
event_gated_no_cooccurrence,0,5000,1000,0,0.0,0.7307085499263609,0.12041745260276773,1503411.0,999,625.2107709879056,0.0
event_gated_no_cooccurrence,1,5000,1000,0,0.0,0.9481362033737757,0.11681281839743146,1502469.0,999,625.1356370048597,0.0008
event_gated_no_cooccurrence,2,5000,1000,0,0.0,0.7212800143603,0.11834614937904962,1501531.0,999,624.4646160048433,0.0
event_gated_no_cooccurrence,3,5000,1000,0,0.0,0.8328262184303802,0.11979082500715629,1502180.0,999,624.4880490121432,0.0002
event_gated_no_cooccurrence,4,5000,1000,0,0.0,0.814799550496379,0.11787120958240334,1501405.0,999,625.2869569871109,0.0002
event_gated_no_cooccurrence,5,5000,1000,0,0.0,0.7528661613576599,0.11613044091574114,1503212.0,999,624.6746289834846,0.0002
event_gated_no_cooccurrence,6,5000,1000,0,0.0,0.8512325647882595,0.11629341804223009,1502838.0,999,625.038101017708,0.0008
event_gated_no_cooccurrence,7,5000,1000,0,0.0,0.8468041996670362,0.11882037361038819,1500488.0,999,625.1303650205955,0.0004
event_gated_no_cooccurrence,8,5000,1000,0,0.0,1.0551460790319582,0.11799865730387406,1501688.0,999,624.8409590043593,0.0006
event_gated_no_cooccurrence,9,5000,1000,0,0.0,0.8106980677337879,0.11601557894740777,1503018.0,999,625.216365995584,0.0002
event_gated_no_cooccurrence,10,5000,1000,0,0.0,0.821729341926886,0.11636312345886374,1502914.0,999,625.480830000015,0.0002
event_gated_no_cooccurrence,11,5000,1000,0,0.0,0.8321920118428763,0.12025404291313811,1502373.0,999,625.1219790137839,0.0006
event_gated_no_cooccurrence,12,5000,1000,0,0.0,0.966486535456123,0.11878930598356992,1501136.0,999,624.6882099949289,0.0002
event_gated_no_cooccurrence,13,5000,1000,0,0.0,1.2006207690318134,0.11875088307083125,1501792.0,999,624.6342339727562,0.0008
event_gated_no_cooccurrence,14,5000,1000,0,0.0,0.8890689114035396,0.11866678171558706,1500215.0,999,624.6254710131325,0.0006
event_gated_no_cooccurrence,15,5000,1000,0,0.0,0.7286255054177048,0.11694623668938434,1501290.0,999,625.6673950119875,0.0
event_gated_no_cooccurrence,16,5000,1000,0,0.0,0.9396900879967504,0.11549922676251721,1500785.0,999,625.3867250052281,0.0004
event_gated_no_cooccurrence,17,5000,1000,0,0.0,1.2635381368162448,0.12107829401515946,1502754.0,999,625.6078559963498,0.001
event_gated_no_cooccurrence,18,5000,1000,0,0.0,0.881173664720865,0.11730448213198998,1501327.0,999,625.4164980200585,0.001
event_gated_no_cooccurrence,19,5000,1000,0,0.0,0.7603861424493897,0.11860548338766722,1502115.0,999,625.7031380082481,0.0004
event_gated_no_cooccurrence,20,5000,1000,0,0.0,0.7552427248526976,0.11822166294939707,1501069.0,999,625.6809339975007,0.0002
event_gated_no_cooccurrence,21,5000,1000,0,0.0,0.7468515155544304,0.11585973337490552,1502784.0,999,625.5296419840306,0.0
event_gated_no_cooccurrence,22,5000,1000,0,0.0,0.7360614814869378,0.11547577189809954,1500266.0,999,625.1308850187343,0.0
event_gated_no_cooccurrence,23,5000,1000,0,0.0,0.8817481289703087,0.11844021825980583,1501070.0,999,624.8200630070642,0.0002
event_gated_no_cooccurrence,24,5000,1000,0,0.0,1.0807282953712443,0.1171978517857875,1499779.0,999,624.2799939936958,0.0008
event_gated_no_cooccurrence,25,5000,1000,0,0.0,0.74126132765756,0.1172394384784874,1500726.0,999,624.794765986735,0.0
event_gated_no_cooccurrence,26,5000,1000,0,0.0,0.86102999974408,0.11912503414723696,1502246.0,999,625.177215988515,0.0004
event_gated_no_cooccurrence,27,5000,1000,0,0.0,0.7635645177089506,0.11745228232029065,1502002.0,999,624.768091016449,0.0004
event_gated_no_cooccurrence,28,5000,1000,0,0.0,0.8638061292672876,0.11668780472792964,1500830.0,999,625.1331620151177,0.0008
event_gated_no_cooccurrence,29,5000,1000,0,0.0,0.9279961214405841,0.1177361799442328,1501396.0,999,625.1359239977319,0.0004
event_gated_no_cooccurrence,30,5000,1000,0,0.0,0.9130410828398883,0.11712533477772068,1503027.0,999,625.6435620016418,0.0002
event_gated_no_cooccurrence,31,5000,1000,0,0.0,0.9302939798060748,0.11797176631630796,1502317.0,999,624.7795080125798,0.0004
event_gated_no_cooccurrence,32,5000,1000,0,0.0,0.8086627075316553,0.11938318375843142,1501488.0,999,624.3763689999469,0.0004
event_gated_no_cooccurrence,33,5000,1000,0,0.0,0.7162309647156138,0.11975596593745093,1501873.0,999,624.9591119994875,0.0
event_gated_no_cooccurrence,34,5000,1000,0,0.0,0.8023349515471512,0.11832867775412696,1502327.0,999,625.8816110203043,0.0002
event_gated_no_cooccurrence,35,5000,1000,0,0.0,0.7102426101779796,0.11646678450043443,1502080.0,999,625.9780380059965,0.0
event_gated_no_cooccurrence,36,5000,1000,0,0.0,0.7608885118627733,0.12018768169671745,1503779.0,999,625.3953999839723,0.0002
event_gated_no_cooccurrence,37,5000,1000,0,0.0,0.972637811506745,0.11923750908208958,1504144.0,999,625.4027370014228,0.0012
event_gated_no_cooccurrence,38,5000,1000,0,0.0,0.9561279987694602,0.11754037954502626,1501057.0,999,624.9105680035427,0.0002
event_gated_no_cooccurrence,39,5000,1000,0,0.0,0.767864471695862,0.11950861114650084,1502246.0,999,624.6738300251309,0.0002
event_gated_no_cooccurrence,40,5000,1000,0,0.0,0.7866929160685888,0.11611646438793409,1501704.0,999,625.9258779755328,0.0002
event_gated_no_cooccurrence,41,5000,1000,0,0.0,1.167259517435289,0.11928594622910985,1503329.0,999,625.3428880008869,0.0002
event_gated_no_cooccurrence,42,5000,1000,0,0.0,0.7456937101430774,0.1164363471806399,1501389.0,999,625.3588320105337,0.0
event_gated_no_cooccurrence,43,5000,1000,0,0.0,0.9467854070142246,0.11962437986525783,1501350.0,999,624.2803100030869,0.0004
event_gated_no_cooccurrence,44,5000,1000,0,0.0,0.7265439888188917,0.11932550159368611,1504785.0,999,624.7245519771241,0.0
event_gated_no_cooccurrence,45,5000,1000,0,0.0,0.9424616151132315,0.11870044154489934,1502602.0,999,625.1707180053927,0.0006
event_gated_no_cooccurrence,46,5000,1000,0,0.0,0.9960479056648502,0.1189987866926259,1502249.0,999,625.6790919869673,0.001
event_gated_no_cooccurrence,47,5000,1000,0,0.0,0.7373363619459052,0.1162571184754958,1500824.0,999,624.8815360013396,0.0
event_gated_no_cooccurrence,48,5000,1000,0,0.0,0.9044850472692417,0.11859337371228933,1502633.0,999,624.5766729989555,0.0004
event_gated_no_cooccurrence,49,5000,1000,0,0.0,0.7454342364917524,0.11769086402544936,1501405.0,999,625.0324989960063,0.0
event_gated_duj,0,5000,1000,0,0.0,1.4586322760921915,0.34616749094817517,35958.0,998,567.6246880029794,0.0036
event_gated_duj,1,5000,1000,0,0.0,1.219349537651106,0.34454117706343884,35381.0,998,567.893950996222,0.0022
event_gated_duj,2,5000,1000,0,0.0,1.1560761467187377,0.3476194590600461,35167.0,997,567.0432079932652,0.0088
event_gated_duj,3,5000,1000,0,0.0,1.0629428562488248,0.3469698638204246,34973.0,998,567.2860080085229,0.004
event_gated_duj,4,5000,1000,0,0.0,1.2717851486431746,0.3463007130024381,35530.0,998,567.2410170082003,0.0054
event_gated_duj,5,5000,1000,0,0.0,1.212308008768112,0.3453212791377024,35314.0,998,567.6672460103873,0.0022
event_gated_duj,6,5000,1000,0,0.0,1.408749012069741,0.34125589280667246,35413.0,998,566.6914109897334,0.0036
event_gated_duj,7,5000,1000,0,0.0,1.3128543036193394,0.3450066739259443,35448.0,998,567.4936500145122,0.0042
event_gated_duj,8,5000,1000,0,0.0,1.653564451467586,0.34170664221917585,35211.0,998,566.9091579911765,0.0036
event_gated_duj,9,5000,1000,0,0.0,1.1036932018927277,0.34561908312530376,34938.0,998,567.4910029920284,0.0026
event_gated_duj,10,5000,1000,0,0.0,1.1332601565610343,0.34438380508992866,35159.0,998,567.279292998137,0.004
event_gated_duj,11,5000,1000,0,0.0,1.2822176150940185,0.34699469818694306,35241.0,998,567.482373007806,0.004
event_gated_duj,12,5000,1000,0,0.0,1.2089676739483934,0.3410048151179177,34993.0,997,567.112802003976,0.0032
event_gated_duj,13,5000,1000,0,0.0,0.8749833282708002,0.3404253972757825,35639.0,998,567.5719230202958,0.0024
event_gated_duj,14,5000,1000,0,0.0,1.3289242224974382,0.3431029012650723,35273.0,997,567.095723003149,0.0044
event_gated_duj,15,5000,1000,0,0.0,1.31841156541876,0.3453775301815829,34888.0,998,567.3358630156144,0.0042
event_gated_duj,16,5000,1000,0,0.0,0.9397321111389872,0.3461770424890186,34603.0,997,566.6006130049936,0.0024
event_gated_duj,17,5000,1000,0,0.0,1.4218271384211085,0.3439668289863541,34846.0,998,567.7030219812877,0.0028
event_gated_duj,18,5000,1000,0,0.0,1.2594655328960258,0.34625940926493615,35085.0,998,567.1651519951411,0.004
event_gated_duj,19,5000,1000,0,0.0,1.2489699149783484,0.34320113289591364,35464.0,997,566.8239030055702,0.0028
event_gated_duj,20,5000,1000,0,0.0,1.2614410510604048,0.34592601654535826,35247.0,998,567.524597980082,0.0028
event_gated_duj,21,5000,1000,0,0.0,1.1553367461023036,0.34774374267708397,34968.0,998,565.9375160175841,0.0042
event_gated_duj,22,5000,1000,0,0.0,1.6410346268440947,0.3458616166252345,34846.0,997,565.8851669868454,0.0076
event_gated_duj,23,5000,1000,0,0.0,0.9989681852015466,0.34452851418081154,34977.0,998,567.2527979768347,0.0028
event_gated_duj,24,5000,1000,0,0.0,0.955612793939934,0.34629193561866506,34959.0,998,565.9850210067816,0.004
event_gated_duj,25,5000,1000,0,0.0,1.4598846774641823,0.3432062742681499,35431.0,998,566.2739929975942,0.0062
event_gated_duj,26,5000,1000,0,0.0,1.1187901599738264,0.3377165224522885,35169.0,998,565.7213760132436,0.0022
event_gated_duj,27,5000,1000,0,0.0,1.257645365111378,0.3411830866279302,35125.0,998,566.3371099799406,0.0026
event_gated_duj,28,5000,1000,0,0.0,1.069737599708731,0.34478185994635063,34914.0,997,566.5873329853639,0.0032
event_gated_duj,29,5000,1000,0,0.0,1.347209229613631,0.34529603027848,35641.0,998,566.387714992743,0.0076
event_gated_duj,30,5000,1000,0,0.0,1.5656477574842935,0.3450214995604645,35171.0,998,566.515818994958,0.0064
event_gated_duj,31,5000,1000,0,0.0,1.1231836446000947,0.33972628825628315,34901.0,998,566.8057550210506,0.0028
event_gated_duj,32,5000,1000,0,0.0,1.3847850753163433,0.3369609146588191,35113.0,998,565.8404800051358,0.0028
event_gated_duj,33,5000,1000,0,0.0,1.1790104066489808,0.3441544596453231,35105.0,998,566.670753993094,0.0032
event_gated_duj,34,5000,1000,0,0.0,1.088602418071936,0.3382547649464238,35304.0,998,566.2441189924721,0.0046
event_gated_duj,35,5000,1000,0,0.0,1.1615906075079712,0.34533429370375596,35574.0,998,566.6354340210091,0.0026
event_gated_duj,36,5000,1000,0,0.0,1.1402127258884829,0.3427151649681104,35202.0,998,566.134749999037,0.0046
event_gated_duj,37,5000,1000,0,0.0,1.0688358312346866,0.3459999852166451,35492.0,998,567.1511069813278,0.0028
event_gated_duj,38,5000,1000,0,0.0,1.2382547735420588,0.3409761008112798,35255.0,998,566.6294010006823,0.004
event_gated_duj,39,5000,1000,0,0.0,0.9876732022359958,0.3398763763529731,34703.0,998,564.9105030170176,0.003
event_gated_duj,40,5000,1000,0,0.0,1.234031653594855,0.3389410574452353,34944.0,998,566.0449779825285,0.0054
event_gated_duj,41,5000,1000,0,0.0,1.4344674868836131,0.3416340124470489,35253.0,997,565.8073399972636,0.0074
event_gated_duj,42,5000,1000,0,0.0,1.187428049612026,0.3438674043959828,35034.0,997,566.2077770102769,0.008
event_gated_duj,43,5000,1000,0,0.0,0.9291795225196728,0.3465555408978198,34880.0,998,566.0510059969965,0.004
event_gated_duj,44,5000,1000,0,0.0,1.337254689377993,0.34715429204070464,35121.0,998,565.721274993848,0.0078
event_gated_duj,45,5000,1000,0,0.0,0.9453981808332195,0.3464986555536606,34977.0,998,565.911045006942,0.0028
event_gated_duj,46,5000,1000,0,0.0,1.0458460152937825,0.3432493271329851,35266.0,998,565.6886429933365,0.0026
event_gated_duj,47,5000,1000,0,0.0,1.1151590697514089,0.3436611684032945,35155.0,998,566.0820699995384,0.0032
event_gated_duj,48,5000,1000,0,0.0,1.244071706458667,0.3466170971286003,34947.0,997,565.9626759879757,0.0034
event_gated_duj,49,5000,1000,0,0.0,0.9957741302612465,0.3421911568479235,34928.0,998,565.8444730215706,0.0032
